visit_date,air_store_id,visitors,air_res_visitors,air_genre_name,air_area_name,latitude,longitude,day_of_week,holiday_flg,hpg_store_id,hpg_res_visitors,tot_Res
2016-11-12,air_68301bcb11e2f389,42,0,Izakaya,Tokyo-to Suginami-ku Asagayaminami,35.6995657,139.6364379,Saturday,0,hpg_2c09f3abb2220659,5,5
2016-11-12,air_683371d9baabf410,40,24,Japanese food,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Saturday,0,hpg_7dae95f9d3db1734,2,26
2016-11-12,air_6b15edd1b4fbb96a,53,22,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_babe2c3d962d7bb6,2,24
2016-11-12,air_754ae581ad80cc9f,28,26,Izakaya,Niigata-ken Niigata-shi Teraohigashi,37.8742227,138.9719402,Saturday,0,hpg_625efd16f722d4f4,4,30
2016-11-12,air_789466e488705c93,25,13,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Saturday,0,hpg_4ca41b70c41bc844,4,17
2016-11-12,air_7ef9a5ea5c8fe39f,25,15,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Saturday,0,hpg_8afe014b4a994a79,5,20
2016-11-12,air_831658500aa7c846,28,5,Italian/French,Tokyo-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,Saturday,0,hpg_f39996d4f0ebcb64,5,10
2016-11-12,air_89e7328af22efe74,67,15,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_2cad4924680c2a1e,3,18
2016-11-12,air_8f3b563416efc6ad,25,7,Izakaya,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Saturday,0,hpg_d12fb3b2b4129cd6,4,11
2016-11-12,air_90f0efbb702d77b7,45,18,Izakaya,Tokyo-to Edogawa-ku Chuo,35.7066569,139.8684267,Saturday,0,hpg_1f7bc96cada52483,10,28
2016-11-12,air_947eb2cae4f3e8f2,54,0,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,Saturday,0,hpg_de24ea49dc25d6b8,17,17
2016-11-12,air_96743eee94114261,23,20,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a9d42bc9b56916f4,6,26
2016-11-12,air_968d72c12eed09f0,11,0,Italian/French,Tokyo-to Minato-ku Akasaka,35.6749184,139.736775,Saturday,0,hpg_4dabe28f13a5b993,5,5
2016-11-12,air_97159fc4e90053fe,35,16,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Saturday,0,hpg_dc52241f21eb95f6,4,20
2016-11-12,air_9ca2767761efff4d,16,0,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Saturday,0,hpg_862f52f31619479d,5,5
2016-11-12,air_a24bf50c3e90d583,61,16,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_c34b496d0305a809,4,20
2016-11-12,air_a546cbf478a8b6e4,39,0,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Saturday,0,hpg_7f25667859876495,5,5
2016-11-12,air_ade6e836ffd1da64,14,0,Dining bar,Fukuoka-ken Kitakyushu-shi Otemachi,33.8808817,130.8734191,Saturday,0,hpg_cd98b0cad88f7123,4,4
2016-11-12,air_af63df35857b16e6,42,35,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_71765891f7a4ac62,11,46
2016-11-12,air_b2a639cc7e02edf1,51,0,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_359983294ef1467d,11,11
2016-11-12,air_b2d97bd2337c5ba7,33,0,Izakaya,Tokyo-to Taito-ku Higashiueno,35.712607,139.7799956,Saturday,0,hpg_67c2b78265118491,4,4
2016-11-12,air_bebd55ed63ab2422,25,19,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_5014838c16a831ad,4,23
2016-11-12,air_c47aa7493b15f297,32,16,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Saturday,0,hpg_03795a62e1c5f1c3,4,20
2016-11-12,air_c6a164dd4060e960,38,2,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Saturday,0,hpg_8ce73856596a7794,2,4
2016-11-12,air_c7f78b4f3cba33ff,48,6,Okonomiyaki/Monja/Teppanyaki,Tokyo-to Minato-ku Shibakoen,35.6580681,139.7515992,Saturday,0,hpg_cd8ae0d9bbd58ff9,6,12
2016-11-12,air_cb7467aed805e7fe,23,0,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_aa7dfdc68a0a879c,2,2
2016-11-12,air_db1233ad855b34d5,11,0,Izakaya,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Saturday,0,hpg_3ebbe4996edd55d5,5,5
2016-11-12,air_de88770300008624,22,18,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Saturday,0,hpg_a786d63904735f58,11,29
2016-11-12,air_ef789667e2e6fe96,61,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Saturday,0,hpg_f76ad2d2d0134bdd,9,9
2016-11-12,air_f0fb0975bdc2cdf9,16,0,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127,Saturday,0,hpg_0cd7a0f13e73b043,5,5
2016-11-12,air_f8233ad00755c35c,21,19,Italian/French,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Saturday,0,hpg_098e4dd30e54fee6,2,21
2016-11-12,air_f96765e800907c77,12,2,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Saturday,0,hpg_265bd3fe806f8b6e,2,4
2016-11-12,air_fc477473134e9ae5,40,2,Bar/Cocktail,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Saturday,0,hpg_3c41f028563beac3,2,4
2016-11-12,air_fe22ef5a9cbef123,41,8,Dining bar,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Saturday,0,hpg_ee8cad9cd96718da,2,10
2016-11-12,air_fea5dc9594450608,28,4,Other,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Saturday,0,hpg_6507818140022452,2,6
2016-11-13,air_04cae7c1bc9b2a0b,27,11,Izakaya,Hokkaido Sapporo-shi Kotoni 2 Jo,43.0744699,141.3008887,Sunday,0,hpg_1803b7bed3a5927e,11,22
2016-11-13,air_0867f7bebad6a649,27,20,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_caf1082b9f445c7b,4,24
2016-11-13,air_2cee51fa6fdf6c0d,21,10,Western food,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Sunday,0,hpg_113fd6e4fa77800f,7,17
2016-11-13,air_2fc478dc9f0a6b31,4,6,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Sunday,0,hpg_2d0a73d3f1cb646d,2,8
2016-11-13,air_324f7c39a8410e7c,9,0,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Sunday,0,hpg_03946d6b6b1e0332,2,2
2016-11-13,air_32c61b620a766138,26,0,Dining bar,Hokkaido Sapporo-shi Kita 24 Jonishi,43.0908503,141.3408314,Sunday,0,hpg_d5ca709664abea20,3,3
2016-11-13,air_3e6cea17a9d2c0f1,20,0,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Sunday,0,hpg_47c5b2b16a840e89,4,4
2016-11-13,air_42c9aa6d617c5057,67,14,Italian/French,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Sunday,0,hpg_053676b196ae1e1e,4,18
2016-11-13,air_48f4da6223571da4,21,8,Italian/French,Tokyo-to Tachikawa-shi Izumicho,35.7140142,139.4078431,Sunday,0,hpg_832ba309e6699258,3,11
2016-11-13,air_4c727b55acdee495,37,19,Creative cuisine,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Sunday,0,hpg_26d20b9f926ff5e9,2,21
2016-11-13,air_5f6fa1b897fe80d5,29,17,Izakaya,Shizuoka-ken Shizuoka-shi Otemachi,34.9751398,138.3832429,Sunday,0,hpg_40aff6385800ebb1,4,21
2016-11-13,air_63b13c56b7201bd9,9,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Sunday,0,hpg_4bc649e72e2a239a,28,28
2016-11-13,air_6607fe3671242ce3,46,0,Izakaya,Tokyo-to Chuo-ku Tsukiji,35.6706505,139.7718614,Sunday,0,hpg_1004356dc8ab69ec,3,3
2016-11-13,air_7ef9a5ea5c8fe39f,3,3,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Sunday,0,hpg_8afe014b4a994a79,3,6
2016-11-13,air_97159fc4e90053fe,29,12,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_dc52241f21eb95f6,5,17
2016-11-13,air_bb09595bab7d5cfb,37,10,Izakaya,Niigata-ken Niigata-shi Teraohigashi,37.8742227,138.9719402,Sunday,0,hpg_aea428a1075052bf,3,13
2016-11-13,air_ccd19a5bc5573ae5,48,5,Italian/French,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Sunday,0,hpg_df22bf146d2c7e19,2,7
2016-11-13,air_de88770300008624,6,6,Izakaya,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Sunday,0,hpg_a786d63904735f58,6,12
2016-11-13,air_e657ca554b0c008c,20,0,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Sunday,0,hpg_5c05683a8f326588,3,3
2016-11-13,air_eec5e572b9eb9c23,10,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Sunday,0,hpg_e6594f29f40fe2aa,4,4
2016-11-13,air_fcfbdcf7b1f82c6e,2,0,Italian/French,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Sunday,0,hpg_0b53e00789c2eafe,4,4
2016-11-14,air_0a74a5408a0b8642,15,15,Western food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Monday,0,hpg_2ded824e690c414a,3,18
2016-11-14,air_1d1e8860ae04f8e9,7,0,Izakaya,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Monday,0,hpg_2fcae64da5287bf5,2,2
2016-11-14,air_1f1390a8be2272b3,20,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Monday,0,hpg_306ff4d17f7a1efd,3,3
2016-11-14,air_258ad2619d7bff9a,6,0,Izakaya,Tokyo-to Koto-ku Toyo,35.6728535,139.8174097,Monday,0,hpg_e87d00be48cd91c6,2,2
2016-11-14,air_2cee51fa6fdf6c0d,16,8,Western food,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Monday,0,hpg_113fd6e4fa77800f,6,14
2016-11-14,air_2fc478dc9f0a6b31,7,0,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Monday,0,hpg_2d0a73d3f1cb646d,2,2
2016-11-14,air_3c938075889fc059,57,15,Japanese food,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Monday,0,hpg_349b1b92f98b175e,2,17
2016-11-14,air_3e6cea17a9d2c0f1,19,0,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Monday,0,hpg_47c5b2b16a840e89,13,13
2016-11-14,air_42c9aa6d617c5057,38,12,Italian/French,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Monday,0,hpg_053676b196ae1e1e,5,17
2016-11-14,air_465bddfed3353b23,14,0,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Monday,0,hpg_23c5945dc1a72454,8,8
2016-11-14,air_48f4da6223571da4,15,2,Italian/French,Tokyo-to Tachikawa-shi Izumicho,35.7140142,139.4078431,Monday,0,hpg_832ba309e6699258,2,4
2016-11-14,air_5a9a6cbeeb434c08,28,17,Izakaya,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Monday,0,hpg_cad1acd4374ceaa1,17,34
2016-11-14,air_63b13c56b7201bd9,12,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyo,33.5869938,130.3948938,Monday,0,hpg_4bc649e72e2a239a,13,13
2016-11-14,air_6b2268863b14a2af,16,2,Italian/French,Tokyo-to Tachikawa-shi Izumicho,35.7140142,139.4078431,Monday,0,hpg_7664eec3cd802c91,2,4
2016-11-14,air_7ef9a5ea5c8fe39f,9,7,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Monday,0,hpg_8afe014b4a994a79,2,9
2016-11-14,air_9241121af22ff1d6,23,3,Izakaya,Tokyo-to Katsushika-ku Tateishi,35.7435748,139.8471797,Monday,0,hpg_49dbe1fd79450e55,3,6
2016-11-14,air_968d72c12eed09f0,9,0,Italian/French,Tokyo-to Minato-ku Akasaka,35.6749184,139.736775,Monday,0,hpg_4dabe28f13a5b993,2,2
2016-11-14,air_ade6e836ffd1da64,4,0,Dining bar,Fukuoka-ken Kitakyushu-shi Otemachi,33.8808817,130.8734191,Monday,0,hpg_cd98b0cad88f7123,2,2
2016-11-14,air_b45b8e456f53942a,3,3,Western food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Monday,0,hpg_a85b37424291216b,3,6
2016-11-14,air_db4b38ebe7a7ceff,18,3,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Monday,0,hpg_bcecaa70222d94e5,3,6
2016-11-14,air_ef789667e2e6fe96,6,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Monday,0,hpg_f76ad2d2d0134bdd,2,2
2016-11-14,air_f180301886c21375,5,5,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Monday,0,hpg_381bc6f038ec3ea8,5,10
2016-11-14,air_f8233ad00755c35c,32,4,Italian/French,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Monday,0,hpg_098e4dd30e54fee6,2,6
2016-11-15,air_04cae7c1bc9b2a0b,20,4,Izakaya,Hokkaido Sapporo-shi Kotoni 2 Jo,43.0744699,141.3008887,Tuesday,0,hpg_1803b7bed3a5927e,4,8
2016-11-15,air_08cb3c4ee6cd6a22,7,2,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Tuesday,0,hpg_dc639640420bde5f,2,4
2016-11-15,air_08ef81d5b7a0d13f,10,0,Italian/French,Tokyo-to Chuo-ku Tsukiji,35.6706505,139.7718614,Tuesday,0,hpg_ba2ce254969629b8,2,2
2016-11-15,air_09661c0f3259cc04,29,0,Dining bar,Tokyo-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049,Tuesday,0,hpg_ef517ab154f66a8e,2,2
2016-11-15,air_2aab19554f91ff82,31,8,Yakiniku/Korean food,Tokyo-to Chuo-ku Ginza,35.6721142,139.7708253,Tuesday,0,hpg_cac091abfcee2a85,2,10
2016-11-15,air_2cee51fa6fdf6c0d,11,4,Western food,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Tuesday,0,hpg_113fd6e4fa77800f,4,8
2016-11-15,air_2fc478dc9f0a6b31,18,12,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Tuesday,0,hpg_2d0a73d3f1cb646d,4,16
2016-11-15,air_324f7c39a8410e7c,8,0,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Tuesday,0,hpg_03946d6b6b1e0332,2,2
2016-11-15,air_3980af67be35afdb,21,2,Izakaya,Tokyo-to Minato-ku Akasaka,35.6749184,139.736775,Tuesday,0,hpg_7819244b4f2e0def,2,4
2016-11-15,air_48f4da6223571da4,14,9,Italian/French,Tokyo-to Tachikawa-shi Izumicho,35.7140142,139.4078431,Tuesday,0,hpg_832ba309e6699258,5,14
2016-11-15,air_4c727b55acdee495,21,13,Creative cuisine,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Tuesday,0,hpg_26d20b9f926ff5e9,9,22
2016-11-15,air_5f6fa1b897fe80d5,28,18,Izakaya,Shizuoka-ken Shizuoka-shi Otemachi,34.9751398,138.3832429,Tuesday,0,hpg_40aff6385800ebb1,6,24
2016-11-15,air_8cc350fd70ee0757,19,0,Izakaya,Hyogo-ken Amagasaki-shi Higashinanamatsucho,34.7337339,135.4063757,Tuesday,0,hpg_503ea5f7ab4a8c2c,9,9
2016-11-15,air_96743eee94114261,19,14,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Tuesday,0,hpg_a9d42bc9b56916f4,4,18
2016-11-15,air_9ca2767761efff4d,3,0,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Tuesday,0,hpg_862f52f31619479d,4,4
2016-11-15,air_a24bf50c3e90d583,13,0,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Tuesday,0,hpg_c34b496d0305a809,2,2
2016-11-15,air_c6a164dd4060e960,10,2,Dining bar,Osaka-fu Osaka-shi Ogimachi,34.7053617,135.5100252,Tuesday,0,hpg_8ce73856596a7794,2,4
2016-11-15,air_db1233ad855b34d5,11,3,Izakaya,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Tuesday,0,hpg_3ebbe4996edd55d5,3,6
2016-11-15,air_e657ca554b0c008c,13,0,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Tuesday,0,hpg_5c05683a8f326588,1,1
2016-11-15,air_ef789667e2e6fe96,29,0,Dining bar,Tokyo-to Machida-shi Morino,35.546631,139.4386186,Tuesday,0,hpg_f76ad2d2d0134bdd,4,4
2016-11-15,air_fc477473134e9ae5,30,20,Bar/Cocktail,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Tuesday,0,hpg_3c41f028563beac3,25,45
2016-11-16,air_08cb3c4ee6cd6a22,24,8,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Wednesday,0,hpg_dc639640420bde5f,4,12
2016-11-16,air_4433ab8e9999915f,17,0,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029,Wednesday,0,hpg_a214a6b219c6649c,11,11
2016-11-16,air_465bddfed3353b23,41,11,Dining bar,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Wednesday,0,hpg_23c5945dc1a72454,10,21
2016-11-16,air_4c727b55acdee495,12,10,Creative cuisine,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Wednesday,0,hpg_26d20b9f926ff5e9,5,15
2016-11-16,air_54d6c25d33f5260e,37,0,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283,Wednesday,0,hpg_62b71ee3f3c120c4,8,8
2016-11-16,air_54ed43163b7596c4,11,7,Izakaya,Tokyo-to Chuo-ku Tsukiji,35.6706505,139.7718614,Wednesday,0,hpg_583dddac1a035048,2,9
2016-11-16,air_55c3627912b9c849,18,0,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,Wednesday,0,hpg_9d140ea335b9efd4,3,3
2016-11-16,air_5f6fa1b897fe80d5,29,17,Izakaya,Shizuoka-ken Shizuoka-shi Otemachi,34.9751398,138.3832429,Wednesday,0,hpg_40aff6385800ebb1,2,19
2016-11-16,air_627cabe2fe53f33f,15,4,Yakiniku/Korean food,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Wednesday,0,hpg_77706f491ca5a090,2,6
2016-11-16,air_638c35eb25e53eea,24,0,Italian/French,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Wednesday,0,hpg_f07ec7b288165b27,3,3
2016-11-16,air_683371d9baabf410,18,2,Japanese food,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Wednesday,0,hpg_7dae95f9d3db1734,2,4
2016-11-16,air_6b15edd1b4fbb96a,17,7,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirocho,34.7108955,137.7259397,Wednesday,0,hpg_babe2c3d962d7bb6,3,10
2016-11-16,air_789466e488705c93,13,5,Izakaya,Fukuoka-ken Kurume-shi Jonanmachi,33.3192865,130.5083735,Wednesday,0,hpg_4ca41b70c41bc844,2,7
2016-11-16,air_831658500aa7c846,25,0,Italian/French,Tokyo-to Chiyoda-ku Kudanminami,35.6940027,139.7535951,Wednesday,0,hpg_f39996d4f0ebcb64,2,2
2016-11-16,air_90213bcae4afa274,25,12,Creative cuisine,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Wednesday,0,hpg_33df7b58b0f9d93f,4,16
2016-11-16,air_947eb2cae4f3e8f2,20,0,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,Wednesday,0,hpg_de24ea49dc25d6b8,16,16
2016-11-16,air_a546cbf478a8b6e4,21,2,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Wednesday,0,hpg_7f25667859876495,2,4
2016-11-16,air_ade6e836ffd1da64,12,0,Dining bar,Fukuoka-ken Kitakyushu-shi Otemachi,33.8808817,130.8734191,Wednesday,0,hpg_cd98b0cad88f7123,3,3
2016-11-16,air_bcce1ea4350b7b72,32,0,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783,Wednesday,0,hpg_3347c0399df81142,2,2
2016-11-16,air_c47aa7493b15f297,18,12,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Wednesday,0,hpg_03795a62e1c5f1c3,10,22
2016-11-16,air_db1233ad855b34d5,62,9,Izakaya,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Wednesday,0,hpg_3ebbe4996edd55d5,3,12
2016-11-16,air_f8233ad00755c35c,44,8,Italian/French,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Wednesday,0,hpg_098e4dd30e54fee6,2,10
2016-11-16,air_fdc02ec4a3d21ea4,16,3,Dining bar,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Wednesday,0,hpg_528734c946fae58b,3,6
2016-11-17,air_04cae7c1bc9b2a0b,29,24,Izakaya,Hokkaido Sapporo-shi Kotoni 2 Jo,43.0744699,141.3008887,Thursday,0,hpg_1803b7bed3a5927e,7,31
2016-11-17,air_0867f7bebad6a649,31,8,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176,Thursday,0,hpg_caf1082b9f445c7b,6,14
2016-11-17,air_0a74a5408a0b8642,31,31,Western food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Thursday,0,hpg_2ded824e690c414a,4,35
2016-11-17,air_1033310359ceeac1,4,2,Izakaya,Tokyo-to Koto-ku Tomioka,35.6712704,139.7969871,Thursday,0,hpg_8072ff2fb418e273,2,4
2016-11-17,air_1d1e8860ae04f8e9,17,0,Izakaya,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Thursday,0,hpg_2fcae64da5287bf5,2,2
2016-11-17,air_1f1390a8be2272b3,27,0,Japanese food,Tokyo-to Shinjuku-ku Kabukicho,35.6938401,139.7035494,Thursday,0,hpg_306ff4d17f7a1efd,2,2
2016-11-17,air_290e7a57b390f78e,12,10,Italian/French,Tokyo-to Minato-ku Shibakoen,35.6580681,139.7515992,Thursday,0,hpg_c5ec63f52e4a7e9e,2,12
2016-11-17,air_2cee51fa6fdf6c0d,10,4,Western food,Tokyo-to Shibuya-ku Shibuya,35.6617773,139.7040506,Thursday,0,hpg_113fd6e4fa77800f,6,10
2016-11-17,air_2fc478dc9f0a6b31,2,2,Yakiniku/Korean food,Hokkaido Sapporo-shi Minami 3 Jonishi,43.0554601,141.3409556,Thursday,0,hpg_2d0a73d3f1cb646d,2,4
2016-11-17,air_32460819c7600037,42,9,Dining bar,Osaka-fu Osaka-shi Shinmachi,34.6762311,135.4860587,Thursday,0,hpg_ac318be70910278f,2,11
2016-11-17,air_324f7c39a8410e7c,7,7,Izakaya,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Thursday,0,hpg_03946d6b6b1e0332,7,14
2016-11-17,air_3c938075889fc059,35,22,Japanese food,Fukuoka-ken Fukuoka-shi Daimyo,33.5892157,130.3928134,Thursday,0,hpg_349b1b92f98b175e,22,44
2016-11-17,air_42c9aa6d617c5057,38,6,Italian/French,Hyogo-ken Kakogawa-shi Kakogawacho Kitazaike,34.7569503,134.8411775,Thursday,0,hpg_053676b196ae1e1e,2,8
2016-11-17,air_4c727b55acdee495,16,2,Creative cuisine,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Thursday,0,hpg_26d20b9f926ff5e9,2,4
2016-11-17,air_54ed43163b7596c4,17,17,Izakaya,Tokyo-to Chuo-ku Tsukiji,35.6706505,139.7718614,Thursday,0,hpg_583dddac1a035048,20,37
2016-11-17,air_5f6fa1b897fe80d5,29,20,Izakaya,Shizuoka-ken Shizuoka-shi Otemachi,34.9751398,138.3832429,Thursday,0,hpg_40aff6385800ebb1,8,28
2016-11-17,air_627cabe2fe53f33f,11,0,Yakiniku/Korean food,Hyogo-ken Kobe-shi Kumoidori,34.6951242,135.1978525,Thursday,0,hpg_77706f491ca5a090,2,2
2016-11-17,air_683371d9baabf410,47,34,Japanese food,Hyogo-ken Himeji-shi Yasuda,34.815149,134.6853528,Thursday,0,hpg_7dae95f9d3db1734,27,61
2016-11-17,air_7ef9a5ea5c8fe39f,3,2,Dining bar,Hokkaido Asahikawa-shi 6 Jodori,43.7706355,142.364819,Thursday,0,hpg_8afe014b4a994a79,2,4
2016-11-17,air_8cc350fd70ee0757,33,0,Izakaya,Hyogo-ken Amagasaki-shi Higashinanamatsucho,34.7337339,135.4063757,Thursday,0,hpg_503ea5f7ab4a8c2c,3,3
2016-11-17,air_96005f79124e12bf,26,0,Izakaya,Osaka-fu Osaka-shi Nanbasennichimae,34.6647437,135.5034436,Thursday,0,hpg_51fab1683266cd55,4,4
2016-11-17,air_96743eee94114261,18,18,Japanese food,Niigata-ken Niigata-shi Gakkochodori 1 Bancho,37.9163674,139.0363265,Thursday,0,hpg_a9d42bc9b56916f4,2,20
2016-11-17,air_b2d97bd2337c5ba7,58,0,Izakaya,Tokyo-to Taito-ku Higashiueno,35.712607,139.7799956,Thursday,0,hpg_67c2b78265118491,2,2
2016-11-17,air_bb09595bab7d5cfb,14,4,Izakaya,Niigata-ken Niigata-shi Teraohigashi,37.8742227,138.9719402,Thursday,0,hpg_aea428a1075052bf,4,8
